"geneid"	"fold.change"	"adj.P.Val.all"	"t"	"high.class"	"mean1.unlog"	"mean0.unlog"	"sd0.unlog"	"sd1.unlog"	"cnid"	"direction"	"interaction_type"	"logFC"	"AveExpr"	"P.Value"	"adj.P.Val"	"B"	"mean0.log"	"mean1.log"	"sd0.log"	"sd1.log"	"n0"	"n1"
"t.m.cis1.2"	1.87204872756413	2.4538093935873e-08	7.22421636622288	"case"	125.477065113945	65.7830973334566	17.2567152791947	40.441390293343	"cn1"	"UP"	"trans"	0.904617987325279	6.62884988783417	2.00310970905086e-09	9.81523757434919e-08	11.2967543154403	6.01370965645298	6.91832764377826	0.389099726310185	0.429993370646331	16	34
"t.m.cis1"	1.92803483327363	6.77717118805084e-08	6.86351523168468	"case"	128.563930384402	68.25662799061	26.7320519492942	37.6360255850602	"cn1"	"UP"	"trans"	0.947131116576772	6.65730907508061	7.60702888454686e-09	1.86372207671398e-07	9.98485934952454	6.0132599158084	6.96039103238517	0.562707717530121	0.410275689677296	16	34
"t.d.1"	2.08509653736438	1.58050090696506e-07	6.61092983817975	"case"	16.4629848459293	7.0845567777628	2.47599279681366	7.19602046424174	"cn1"	"UP"	"trans"	1.06011418019401	3.67292271471619	1.93530723301844e-08	3.16100181393012e-07	9.0676775626321	2.95204507218426	4.01215925237828	0.443394256213133	0.582279738916827	16	34
"t.d.1.2"	2.0990568714337	5.98301984732853e-06	5.55748115185814	"case"	16.0717440353028	6.93878235010171	2.96162108937481	7.84710412748649	"cn1"	"UP"	"trans"	1.06974125525506	3.60571616679476	9.15768343978857e-07	1.1218162213741e-05	5.29103648021253	2.87829211322132	3.94803336847638	0.621186517511296	0.671106793325037	16	34
"t.d.1.1"	1.75833227625065	0.000160366292520812	4.60690995986071	"case"	16.7876308061438	9.63679541060894	5.21620816439465	6.83506144099965	"cn1"	"UP"	"trans"	0.814207725772562	3.79764208731395	2.61822518401326e-05	0.000256586068033299	2.03407399545766	3.2439808337886	4.05818855956117	0.739226278893086	0.525495252862357	16	34
"t.m.cis2"	2.0994155672339	2.65460540576826e-12	10.2384362015525	"case"	133.628513687076	63.3505223388693	15.799245964853	30.2564747386535	"cn2"	"UP"	"trans"	1.06998776808131	6.41292542659761	2.70878102629415e-14	1.32730270288413e-12	22.2059867209673	5.96353056400346	7.03351833208477	0.37171686778473	0.35892945456654	29	21
"t.m.cis2.2.2"	1.9493018777925	1.44378931199412e-09	8.31149480231981	"case"	134.731211462293	67.1850270388346	17.1868183529047	44.8976110407338	"cn2"	"UP"	"trans"	0.962957530241431	6.45249925437605	2.94650879998801e-11	7.21894655997062e-10	15.24336097828	6.04805709167465	7.01101462191608	0.360749040106296	0.472172784876893	29	21
"t.m.cis2.2.1"	2.01707834062279	2.97131286934611e-09	7.9959083188634	"case"	130.756131997973	64.1107361633701	19.7109735440375	39.7128276603797	"cn2"	"UP"	"trans"	1.01226711738328	6.38664579081802	9.53430881101543e-11	1.48565643467306e-09	14.0756349079671	5.96149360151705	6.97376071890033	0.438213712370345	0.471763920106267	29	21
"t.m.cis2.1"	2.11470513049516	2.97131286934611e-09	7.87167017071462	"case"	143.139982882458	68.7632744026722	30.3115022107021	44.435957224963	"cn2"	"UP"	"trans"	1.08045651136895	6.47815231415186	1.51597595374802e-10	1.48565643467306e-09	13.6146918375979	6.0243605793769	7.10481709074585	0.517991708611369	0.457110147516605	29	21
"t.m.cis2.1.1"	1.94890269615454	2.97131286934611e-09	7.89295019525954	"case"	132.761056536619	66.9115080011964	20.2650567591921	43.8915048821339	"cn2"	"UP"	"trans"	0.962662062232719	6.43313766423852	1.40014421827801e-10	1.48565643467306e-09	13.6936857552891	6.02881959810077	6.99148166033349	0.408032123595089	0.469218239911587	29	21
"t.m.cis2.2"	1.82414975760619	9.94035965602807e-09	7.5003026580066	"case"	127.195070569937	68.6390640882481	18.642133098998	37.5221936032263	"cn2"	"UP"	"trans"	0.867224175602878	6.43682393227064	6.08593448328249e-10	4.97017982801404e-09	12.2340503945055	6.07258977851743	6.93981395412031	0.384082968276182	0.443651036070137	29	21
"t.m.cis2.3"	1.93141857971052	1.61170229262558e-08	7.3303365303047	"case"	128.149987322381	66.4310247705606	24.3032235359276	40.3974715979976	"cn2"	"UP"	"trans"	0.9496608610419	6.39570638632172	1.15121592330398e-09	8.05851146312788e-09	11.6013817174929	5.99684882468412	6.94650968572602	0.472041667202715	0.452238169483499	29	21
"t.d.2"	2.26192692469232	3.40001506067774e-08	7.06445701694456	"case"	17.5893939019407	7.28470025888427	3.61423666187457	8.43890544864469	"cn2"	"UP"	"trans"	1.17755232142015	3.41571454372195	3.1224628108265e-09	1.91250847163123e-08	10.6117563068044	2.92114256872549	4.09869489014564	0.622373171890131	0.581909497849753	29	21
"t.d.2.1"	2.33366591277661	3.55560198174429e-08	7.02446119125181	"case"	17.3643165798804	7.24973735975118	4.03394575176438	6.42559312638403	"cn2"	"UP"	"trans"	1.22259803984592	3.3984426969591	3.62816528749417e-09	1.97533443430238e-08	10.4629663288593	2.88495152022382	4.10754956006974	0.690933363513658	0.543747238447578	29	21
"t.m.cis2.1.2"	1.75959582910828	1.80065947697574e-07	6.52163794272227	"case"	129.39295101087	70.9808768736891	20.3593544783425	47.651696303795	"cn2"	"UP"	"trans"	0.815244086644865	6.46265518587369	2.38862991843721e-08	1.17042866003423e-07	8.59709576899291	6.12025266948285	6.93549675612771	0.377362334395269	0.527987887982583	29	21
"t.d.2.2"	1.93133104052206	5.33480313404028e-07	6.21067943569187	"case"	14.2358399694915	6.80863608128529	2.87928486231154	6.28006667031041	"cn2"	"UP"	"trans"	0.949595471169135	3.26878754777887	7.62114733434326e-08	3.394874721662e-07	7.45078035117092	2.86995744988783	3.81955292105697	0.539636543995549	0.572032616308901	29	21
"others_18"	1.25302748579246	0.0029198461267581	3.69834137298286	"case"	8.16410283871822	6.31190221762212	1.59474796075579	1.96304059220112	"cn2"	"UP"	"trans"	0.325418061253197	2.97631618253235	0.000506503919947834	0.00206822433978699	-1.12628324066397	2.83964059680601	3.1650586580592	0.29756704502283	0.304927069489795	29	21
"others_30"	1.1732277569309	0.0203856108555989	3.02938627263815	"case"	8.13035141637464	6.7816685453278	1.31421770476928	1.59432057472866	"cn2"	"UP"	"trans"	0.23048310876193	3.03615210570476	0.00374429587143653	0.0141131152077223	-3.01075504587921	2.93934920002475	3.16983230878668	0.252339927060042	0.251148292583501	29	21
"others_12"	1.21327473118551	0.0219356860260043	2.9841349744366	"case"	8.28783952279034	6.7076150169053	1.83603111503298	2.01828748888531	"cn2"	"UP"	"trans"	0.278906268051869	3.02422017734052	0.0042528370866743	0.01488492980336	-3.12895987345586	2.90707954475873	3.18598581281061	0.342735234827827	0.292213146140412	29	21
